trial_id,plot_id,on_farm,is_survey,treatment,rep,crop,dmy_total,yield_part,yield,yield_moisture,grain_P,residue_P,harvest_index,dataset_id,record_id,country,location,longitude,latitude,geo_from_source,planting_date,N_fertilizer,P_fertilizer,K_fertilizer,irrigated,land_prep_method,depth,soil_P
3,103,TRUE,FALSE,Bray_3Replace_PP,1,maize,20234.8187113237,grain,14608.4525513825,15.5,28,10,0.401046351318165,doi_10.5061_dryad.95n3j32,11,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,206.5,0,,disk tillage,15,3
3,103,TRUE,FALSE,Bray_3Replace_PP,1,maize,20234.8187113237,grain,14608.4525513825,15.5,28,10,0.401046351318165,doi_10.5061_dryad.95n3j32,12,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,206.5,0,,disk tillage,20,3
3,104,TRUE,FALSE,Bray_2Replace_PP,1,maize,21013.5483258851,grain,15490.2904337601,15.5,31,15,0.378424609713185,doi_10.5061_dryad.95n3j32,13,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,disk tillage,5,3
3,104,TRUE,FALSE,Bray_2Replace_PP,1,maize,21013.5483258851,grain,15490.2904337601,15.5,31,15,0.378424609713185,doi_10.5061_dryad.95n3j32,14,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,disk tillage,10,2
3,104,TRUE,FALSE,Bray_2Replace_PP,1,maize,21013.5483258851,grain,15490.2904337601,15.5,31,15,0.378424609713185,doi_10.5061_dryad.95n3j32,15,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,disk tillage,15,2
3,104,TRUE,FALSE,Bray_2Replace_PP,1,maize,21013.5483258851,grain,15490.2904337601,15.5,31,15,0.378424609713185,doi_10.5061_dryad.95n3j32,16,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,disk tillage,20,2
3,105,TRUE,FALSE,Replace_P,1,maize,,grain,,15.5,,,,doi_10.5061_dryad.95n3j32,17,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,118,0,,disk tillage,5,3
3,105,TRUE,FALSE,Replace_P,1,maize,,grain,,15.5,,,,doi_10.5061_dryad.95n3j32,18,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,118,0,,disk tillage,10,2
3,105,TRUE,FALSE,Replace_P,1,maize,,grain,,15.5,,,,doi_10.5061_dryad.95n3j32,19,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,118,0,,disk tillage,15,2
3,105,TRUE,FALSE,Replace_P,1,maize,,grain,,15.5,,,,doi_10.5061_dryad.95n3j32,20,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,118,0,,disk tillage,20,2
3,106,TRUE,FALSE,Control 0_P,1,maize,11920.8550249652,grain,14132.2881271101,15.5,21,7,0.478743660816857,doi_10.5061_dryad.95n3j32,21,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,0,0,,minimum tillage,5,3
3,106,TRUE,FALSE,Control 0_P,1,maize,11920.8550249652,grain,14132.2881271101,15.5,21,7,0.478743660816857,doi_10.5061_dryad.95n3j32,22,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,0,0,,minimum tillage,10,2
3,106,TRUE,FALSE,Control 0_P,1,maize,11920.8550249652,grain,14132.2881271101,15.5,21,7,0.478743660816857,doi_10.5061_dryad.95n3j32,23,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,0,0,,minimum tillage,15,2
3,106,TRUE,FALSE,Control 0_P,1,maize,11920.8550249652,grain,14132.2881271101,15.5,21,7,0.478743660816857,doi_10.5061_dryad.95n3j32,24,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,0,0,,minimum tillage,20,2
3,107,TRUE,FALSE,Bray_3Replace_PP,1,maize,16778.583536,grain,15188.3834554248,15.5,28,22,0.418108829990675,doi_10.5061_dryad.95n3j32,25,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,206.5,0,,minimum tillage,5,4
3,107,TRUE,FALSE,Bray_3Replace_PP,1,maize,16778.583536,grain,15188.3834554248,15.5,28,22,0.418108829990675,doi_10.5061_dryad.95n3j32,26,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,206.5,0,,minimum tillage,10,2
3,107,TRUE,FALSE,Bray_3Replace_PP,1,maize,16778.583536,grain,15188.3834554248,15.5,28,22,0.418108829990675,doi_10.5061_dryad.95n3j32,27,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,206.5,0,,minimum tillage,15,2
3,107,TRUE,FALSE,Bray_3Replace_PP,1,maize,16778.583536,grain,15188.3834554248,15.5,28,22,0.418108829990675,doi_10.5061_dryad.95n3j32,28,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,206.5,0,,minimum tillage,20,2
3,108,TRUE,FALSE,Replace_P,1,maize,15363.257762069,grain,16384.3524585279,15.5,26,10,0.403777565844482,doi_10.5061_dryad.95n3j32,29,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,118,0,,minimum tillage,5,3
3,108,TRUE,FALSE,Replace_P,1,maize,15363.257762069,grain,16384.3524585279,15.5,26,10,0.403777565844482,doi_10.5061_dryad.95n3j32,30,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,118,0,,minimum tillage,10,2
3,108,TRUE,FALSE,Replace_P,1,maize,15363.257762069,grain,16384.3524585279,15.5,26,10,0.403777565844482,doi_10.5061_dryad.95n3j32,31,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,118,0,,minimum tillage,15,2
3,108,TRUE,FALSE,Replace_P,1,maize,15363.257762069,grain,16384.3524585279,15.5,26,10,0.403777565844482,doi_10.5061_dryad.95n3j32,32,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,118,0,,minimum tillage,20,2
3,109,TRUE,FALSE,Bray_2Replace_PP,1,maize,22178.0219934682,grain,17123.7360180356,15.5,25,10,0.352016504467185,doi_10.5061_dryad.95n3j32,33,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,minimum tillage,5,3
3,109,TRUE,FALSE,Bray_2Replace_PP,1,maize,22178.0219934682,grain,17123.7360180356,15.5,25,10,0.352016504467185,doi_10.5061_dryad.95n3j32,34,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,minimum tillage,10,2
3,109,TRUE,FALSE,Bray_2Replace_PP,1,maize,22178.0219934682,grain,17123.7360180356,15.5,25,10,0.352016504467185,doi_10.5061_dryad.95n3j32,35,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,minimum tillage,15,2
3,109,TRUE,FALSE,Bray_2Replace_PP,1,maize,22178.0219934682,grain,17123.7360180356,15.5,25,10,0.352016504467185,doi_10.5061_dryad.95n3j32,36,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,minimum tillage,20,2
3,110,TRUE,FALSE,UNL_P,1,maize,20562.7701849462,grain,13823.8119230531,15.5,25,19,0.406653083025064,doi_10.5061_dryad.95n3j32,37,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,112,0,,minimum tillage,5,3
3,110,TRUE,FALSE,UNL_P,1,maize,20562.7701849462,grain,13823.8119230531,15.5,25,19,0.406653083025064,doi_10.5061_dryad.95n3j32,38,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,112,0,,minimum tillage,10,2
3,110,TRUE,FALSE,UNL_P,1,maize,20562.7701849462,grain,13823.8119230531,15.5,25,19,0.406653083025064,doi_10.5061_dryad.95n3j32,39,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,112,0,,minimum tillage,15,3
3,110,TRUE,FALSE,UNL_P,1,maize,20562.7701849462,grain,13823.8119230531,15.5,25,19,0.406653083025064,doi_10.5061_dryad.95n3j32,40,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,112,0,,minimum tillage,20,2
3,201,TRUE,FALSE,Replace_P,2,maize,14536.6209808696,grain,14755.182855722,15.5,20,7,0.2604531365958,doi_10.5061_dryad.95n3j32,41,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,118,0,,disk tillage,5,3
3,201,TRUE,FALSE,Replace_P,2,maize,14536.6209808696,grain,14755.182855722,15.5,20,7,0.2604531365958,doi_10.5061_dryad.95n3j32,42,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,118,0,,disk tillage,10,2
3,201,TRUE,FALSE,Replace_P,2,maize,14536.6209808696,grain,14755.182855722,15.5,20,7,0.2604531365958,doi_10.5061_dryad.95n3j32,43,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,118,0,,disk tillage,15,2
3,201,TRUE,FALSE,Replace_P,2,maize,14536.6209808696,grain,14755.182855722,15.5,20,7,0.2604531365958,doi_10.5061_dryad.95n3j32,44,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,118,0,,disk tillage,20,4
3,202,TRUE,FALSE,Bray_3Replace_PP,2,maize,16778.3508329412,grain,12648.8967453756,15.5,24,21,0.302994903035487,doi_10.5061_dryad.95n3j32,45,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,206.5,0,,disk tillage,5,3
3,202,TRUE,FALSE,Bray_3Replace_PP,2,maize,16778.3508329412,grain,12648.8967453756,15.5,24,21,0.302994903035487,doi_10.5061_dryad.95n3j32,46,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,206.5,0,,disk tillage,10,3
3,202,TRUE,FALSE,Bray_3Replace_PP,2,maize,16778.3508329412,grain,12648.8967453756,15.5,24,21,0.302994903035487,doi_10.5061_dryad.95n3j32,47,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,206.5,0,,disk tillage,15,2
3,202,TRUE,FALSE,Bray_3Replace_PP,2,maize,16778.3508329412,grain,12648.8967453756,15.5,24,21,0.302994903035487,doi_10.5061_dryad.95n3j32,48,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,206.5,0,,disk tillage,20,2
3,203,TRUE,FALSE,UNL_P,2,maize,21247.7597522667,grain,13364.9586969653,15.5,24,10,0.362317888408915,doi_10.5061_dryad.95n3j32,49,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,112,0,,disk tillage,5,3
3,203,TRUE,FALSE,UNL_P,2,maize,21247.7597522667,grain,13364.9586969653,15.5,24,10,0.362317888408915,doi_10.5061_dryad.95n3j32,50,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,112,0,,disk tillage,10,2
3,203,TRUE,FALSE,UNL_P,2,maize,21247.7597522667,grain,13364.9586969653,15.5,24,10,0.362317888408915,doi_10.5061_dryad.95n3j32,51,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,112,0,,disk tillage,15,2
3,203,TRUE,FALSE,UNL_P,2,maize,21247.7597522667,grain,13364.9586969653,15.5,24,10,0.362317888408915,doi_10.5061_dryad.95n3j32,52,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,112,0,,disk tillage,20,2
3,204,TRUE,FALSE,Bray_2Replace_PP,2,maize,13799.7562839593,grain,13972.7503637385,15.5,25,8,0.412924647119189,doi_10.5061_dryad.95n3j32,53,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,disk tillage,5,3
3,204,TRUE,FALSE,Bray_2Replace_PP,2,maize,13799.7562839593,grain,13972.7503637385,15.5,25,8,0.412924647119189,doi_10.5061_dryad.95n3j32,54,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,disk tillage,10,3
3,204,TRUE,FALSE,Bray_2Replace_PP,2,maize,13799.7562839593,grain,13972.7503637385,15.5,25,8,0.412924647119189,doi_10.5061_dryad.95n3j32,55,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,disk tillage,15,3
3,204,TRUE,FALSE,Bray_2Replace_PP,2,maize,13799.7562839593,grain,13972.7503637385,15.5,25,8,0.412924647119189,doi_10.5061_dryad.95n3j32,56,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,disk tillage,20,3
3,205,TRUE,FALSE,Control 0_P,2,maize,15822.344342731,grain,15511.7154118568,15.5,20,7,0.373845143530555,doi_10.5061_dryad.95n3j32,57,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,0,0,,disk tillage,5,5
3,205,TRUE,FALSE,Control 0_P,2,maize,15822.344342731,grain,15511.7154118568,15.5,20,7,0.373845143530555,doi_10.5061_dryad.95n3j32,58,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,0,0,,disk tillage,10,3
3,205,TRUE,FALSE,Control 0_P,2,maize,15822.344342731,grain,15511.7154118568,15.5,20,7,0.373845143530555,doi_10.5061_dryad.95n3j32,59,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,0,0,,disk tillage,15,12
3,205,TRUE,FALSE,Control 0_P,2,maize,15822.344342731,grain,15511.7154118568,15.5,20,7,0.373845143530555,doi_10.5061_dryad.95n3j32,60,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,0,0,,disk tillage,20,3
3,206,TRUE,FALSE,Bray_2Replace_PP,2,maize,14163.1657759282,grain,18921.3369057608,15.5,27,17,0.425854889017183,doi_10.5061_dryad.95n3j32,61,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,minimum tillage,5,5
3,206,TRUE,FALSE,Bray_2Replace_PP,2,maize,14163.1657759282,grain,18921.3369057608,15.5,27,17,0.425854889017183,doi_10.5061_dryad.95n3j32,62,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,minimum tillage,10,3
3,206,TRUE,FALSE,Bray_2Replace_PP,2,maize,14163.1657759282,grain,18921.3369057608,15.5,27,17,0.425854889017183,doi_10.5061_dryad.95n3j32,63,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,minimum tillage,15,3
3,206,TRUE,FALSE,Bray_2Replace_PP,2,maize,14163.1657759282,grain,18921.3369057608,15.5,27,17,0.425854889017183,doi_10.5061_dryad.95n3j32,64,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,minimum tillage,20,3
3,207,TRUE,FALSE,UNL_P,2,maize,19875.6167709767,grain,13625.3465355828,15.5,24,16,0.349449206490301,doi_10.5061_dryad.95n3j32,65,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,112,0,,minimum tillage,5,4
3,207,TRUE,FALSE,UNL_P,2,maize,19875.6167709767,grain,13625.3465355828,15.5,24,16,0.349449206490301,doi_10.5061_dryad.95n3j32,66,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,112,0,,minimum tillage,10,3
3,207,TRUE,FALSE,UNL_P,2,maize,19875.6167709767,grain,13625.3465355828,15.5,24,16,0.349449206490301,doi_10.5061_dryad.95n3j32,67,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,112,0,,minimum tillage,15,4
3,207,TRUE,FALSE,UNL_P,2,maize,19875.6167709767,grain,13625.3465355828,15.5,24,16,0.349449206490301,doi_10.5061_dryad.95n3j32,68,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,112,0,,minimum tillage,20,3
3,208,TRUE,FALSE,Control 0_P,2,maize,19228.6547455072,grain,14050.6173703939,15.5,24,8,0.349520340096136,doi_10.5061_dryad.95n3j32,69,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,0,0,,minimum tillage,5,4
3,208,TRUE,FALSE,Control 0_P,2,maize,19228.6547455072,grain,14050.6173703939,15.5,24,8,0.349520340096136,doi_10.5061_dryad.95n3j32,70,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,0,0,,minimum tillage,10,3
3,208,TRUE,FALSE,Control 0_P,2,maize,19228.6547455072,grain,14050.6173703939,15.5,24,8,0.349520340096136,doi_10.5061_dryad.95n3j32,71,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,0,0,,minimum tillage,15,3
3,208,TRUE,FALSE,Control 0_P,2,maize,19228.6547455072,grain,14050.6173703939,15.5,24,8,0.349520340096136,doi_10.5061_dryad.95n3j32,72,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,0,0,,minimum tillage,20,4
3,209,TRUE,FALSE,Replace_P,2,maize,14844.036064,grain,10254.6837571995,15.5,23,11,0.349976714789435,doi_10.5061_dryad.95n3j32,73,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,118,0,,minimum tillage,5,5
3,209,TRUE,FALSE,Replace_P,2,maize,14844.036064,grain,10254.6837571995,15.5,23,11,0.349976714789435,doi_10.5061_dryad.95n3j32,74,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,118,0,,minimum tillage,10,5
3,209,TRUE,FALSE,Replace_P,2,maize,14844.036064,grain,10254.6837571995,15.5,23,11,0.349976714789435,doi_10.5061_dryad.95n3j32,75,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,118,0,,minimum tillage,15,5
3,209,TRUE,FALSE,Replace_P,2,maize,14844.036064,grain,10254.6837571995,15.5,23,11,0.349976714789435,doi_10.5061_dryad.95n3j32,76,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,118,0,,minimum tillage,20,5
3,210,TRUE,FALSE,Bray_3Replace_PP,2,maize,14260.9708873089,grain,16373.7678665163,15.5,28,10,0.400336599044497,doi_10.5061_dryad.95n3j32,77,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,206.5,0,,minimum tillage,5,7
3,210,TRUE,FALSE,Bray_3Replace_PP,2,maize,14260.9708873089,grain,16373.7678665163,15.5,28,10,0.400336599044497,doi_10.5061_dryad.95n3j32,78,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,206.5,0,,minimum tillage,10,6
3,401,TRUE,FALSE,Bray_2Replace_PP,4,maize,24720.6388,grain,13078.7292669363,15.5,29,11,0.291752487497168,doi_10.5061_dryad.95n3j32,79,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,minimum tillage,5,6
3,301,TRUE,FALSE,Bray_2Replace_PP,3,maize,11761.610432,grain,12898.3567423498,15.5,28,6,0.427924944812362,doi_10.5061_dryad.95n3j32,80,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,disk tillage,5,5
3,401,TRUE,FALSE,Bray_2Replace_PP,4,maize,24720.6388,grain,13078.7292669363,15.5,29,11,0.291752487497168,doi_10.5061_dryad.95n3j32,81,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,minimum tillage,10,4
3,301,TRUE,FALSE,Bray_2Replace_PP,3,maize,11761.610432,grain,12898.3567423498,15.5,28,6,0.427924944812362,doi_10.5061_dryad.95n3j32,82,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,disk tillage,10,6
3,301,TRUE,FALSE,Bray_2Replace_PP,3,maize,11761.610432,grain,12898.3567423498,15.5,28,6,0.427924944812362,doi_10.5061_dryad.95n3j32,83,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,disk tillage,15,6
3,301,TRUE,FALSE,Bray_2Replace_PP,3,maize,11761.610432,grain,12898.3567423498,15.5,28,6,0.427924944812362,doi_10.5061_dryad.95n3j32,84,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,147.5,0,,disk tillage,20,4
3,302,TRUE,FALSE,UNL_P,3,maize,17331.3878167598,grain,10987.0498036097,15.5,29,11,0.341941032315022,doi_10.5061_dryad.95n3j32,85,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,112,0,,disk tillage,5,6
3,302,TRUE,FALSE,UNL_P,3,maize,17331.3878167598,grain,10987.0498036097,15.5,29,11,0.341941032315022,doi_10.5061_dryad.95n3j32,86,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,112,0,,disk tillage,10,4
3,302,TRUE,FALSE,UNL_P,3,maize,17331.3878167598,grain,10987.0498036097,15.5,29,11,0.341941032315022,doi_10.5061_dryad.95n3j32,87,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,112,0,,disk tillage,15,4
3,302,TRUE,FALSE,UNL_P,3,maize,17331.3878167598,grain,10987.0498036097,15.5,29,11,0.341941032315022,doi_10.5061_dryad.95n3j32,88,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,112,0,,disk tillage,20,6
3,303,TRUE,FALSE,Bray_3Replace_PP,3,maize,21863.0172074862,grain,14255.4373223554,15.5,28,21,0.268386883292083,doi_10.5061_dryad.95n3j32,89,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,206.5,0,,disk tillage,5,6
3,303,TRUE,FALSE,Bray_3Replace_PP,3,maize,21863.0172074862,grain,14255.4373223554,15.5,28,21,0.268386883292083,doi_10.5061_dryad.95n3j32,90,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,206.5,0,,disk tillage,10,4
3,303,TRUE,FALSE,Bray_3Replace_PP,3,maize,21863.0172074862,grain,14255.4373223554,15.5,28,21,0.268386883292083,doi_10.5061_dryad.95n3j32,91,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,206.5,0,,disk tillage,15,
3,303,TRUE,FALSE,Bray_3Replace_PP,3,maize,21863.0172074862,grain,14255.4373223554,15.5,28,21,0.268386883292083,doi_10.5061_dryad.95n3j32,92,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,206.5,0,,disk tillage,20,5
3,304,TRUE,FALSE,Replace_P,3,maize,18985.3533066277,grain,14608.0558819897,15.5,27,7,0.372853422403239,doi_10.5061_dryad.95n3j32,93,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,118,0,,disk tillage,5,5
3,304,TRUE,FALSE,Replace_P,3,maize,18985.3533066277,grain,14608.0558819897,15.5,27,7,0.372853422403239,doi_10.5061_dryad.95n3j32,94,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,118,0,,disk tillage,10,7
3,304,TRUE,FALSE,Replace_P,3,maize,18985.3533066277,grain,14608.0558819897,15.5,27,7,0.372853422403239,doi_10.5061_dryad.95n3j32,95,United States,Eastern Nebraska Research and Extension Center,-96.4973,41.14588,FALSE,2011-05-07,0,118,0,,disk tillage,15,7
